order_details_id,order_id,order_date,order_time,item_id,order_hour,order_month,day_of_week
56,20,2023-01-01,1900-01-01 14:03:08,107,14,January,Sunday
57,20,2023-01-01,1900-01-01 14:03:08,124,14,January,Sunday
58,21,2023-01-01,1900-01-01 14:14:29,110,14,January,Sunday
59,22,2023-01-01,1900-01-01 14:16:26,124,14,January,Sunday
60,22,2023-01-01,1900-01-01 14:16:26,110,14,January,Sunday
61,22,2023-01-01,1900-01-01 14:16:26,105,14,January,Sunday
62,23,2023-01-01,1900-01-01 14:19:03,105,14,January,Sunday
63,24,2023-01-01,1900-01-01 14:23:01,101,14,January,Sunday
64,24,2023-01-01,1900-01-01 14:23:01,110,14,January,Sunday
65,24,2023-01-01,1900-01-01 14:23:01,113,14,January,Sunday
66,24,2023-01-01,1900-01-01 14:23:01,119,14,January,Sunday
67,25,2023-01-01,1900-01-01 14:44:44,120,14,January,Sunday
68,25,2023-01-01,1900-01-01 14:44:44,106,14,January,Sunday
69,26,2023-01-01,1900-01-01 14:54:26,108,14,January,Sunday
70,26,2023-01-01,1900-01-01 14:54:26,132,14,January,Sunday
71,27,2023-01-01,1900-01-01 15:11:17,101,15,January,Sunday
72,27,2023-01-01,1900-01-01 15:11:17,108,15,January,Sunday
73,27,2023-01-01,1900-01-01 15:11:17,131,15,January,Sunday
74,28,2023-01-01,1900-01-01 15:35:46,103,15,January,Sunday
75,29,2023-01-01,1900-01-01 15:41:01,126,15,January,Sunday
76,30,2023-01-01,1900-01-01 15:41:25,106,15,January,Sunday
77,31,2023-01-01,1900-01-01 15:50:18,129,15,January,Sunday
78,31,2023-01-01,1900-01-01 15:50:18,113,15,January,Sunday
79,32,2023-01-01,1900-01-01 15:53:18,107,15,January,Sunday
80,32,2023-01-01,1900-01-01 15:53:18,126,15,January,Sunday
81,32,2023-01-01,1900-01-01 15:53:18,110,15,January,Sunday
82,32,2023-01-01,1900-01-01 15:53:18,117,15,January,Sunday
83,33,2023-01-01,1900-01-01 15:54:08,101,15,January,Sunday
84,33,2023-01-01,1900-01-01 15:54:08,126,15,January,Sunday
85,34,2023-01-01,1900-01-01 16:21:21,114,16,January,Sunday
86,35,2023-01-01,1900-01-01 16:32:04,126,16,January,Sunday
87,35,2023-01-01,1900-01-01 16:32:04,112,16,January,Sunday
88,35,2023-01-01,1900-01-01 16:32:04,113,16,January,Sunday
89,35,2023-01-01,1900-01-01 16:32:04,106,16,January,Sunday
90,36,2023-01-01,1900-01-01 16:54:09,101,16,January,Sunday
91,36,2023-01-01,1900-01-01 16:54:09,108,16,January,Sunday
92,37,2023-01-01,1900-01-01 16:56:09,117,16,January,Sunday
93,37,2023-01-01,1900-01-01 16:56:09,129,16,January,Sunday
94,38,2023-01-01,1900-01-01 17:03:00,109,17,January,Sunday
95,38,2023-01-01,1900-01-01 17:03:00,110,17,January,Sunday
96,39,2023-01-01,1900-01-01 17:07:23,117,17,January,Sunday
97,40,2023-01-01,1900-01-01 17:14:36,125,17,January,Sunday
98,40,2023-01-01,1900-01-01 17:14:36,105,17,January,Sunday
99,41,2023-01-01,1900-01-01 17:15:20,125,17,January,Sunday
100,41,2023-01-01,1900-01-01 17:15:20,126,17,January,Sunday
101,42,2023-01-01,1900-01-01 17:28:09,107,17,January,Sunday
102,42,2023-01-01,1900-01-01 17:28:09,124,17,January,Sunday
103,42,2023-01-01,1900-01-01 17:28:09,129,17,January,Sunday
104,42,2023-01-01,1900-01-01 17:28:09,118,17,January,Sunday
105,43,2023-01-01,1900-01-01 17:38:34,103,17,January,Sunday
106,43,2023-01-01,1900-01-01 17:38:34,117,17,January,Sunday
107,43,2023-01-01,1900-01-01 17:38:34,118,17,January,Sunday
108,44,2023-01-01,1900-01-01 17:54:20,130,17,January,Sunday
109,45,2023-01-01,1900-01-01 17:55:48,125,17,January,Sunday
110,45,2023-01-01,1900-01-01 17:55:48,109,17,January,Sunday
111,45,2023-01-01,1900-01-01 17:55:48,106,17,January,Sunday
112,46,2023-01-01,1900-01-01 18:25:51,104,18,January,Sunday
113,46,2023-01-01,1900-01-01 18:25:51,108,18,January,Sunday
114,46,2023-01-01,1900-01-01 18:25:51,106,18,January,Sunday
115,47,2023-01-01,1900-01-01 18:26:34,105,18,January,Sunday
116,47,2023-01-01,1900-01-01 18:26:34,132,18,January,Sunday
117,48,2023-01-01,1900-01-01 18:26:42,104,18,January,Sunday
118,48,2023-01-01,1900-01-01 18:26:42,126,18,January,Sunday
119,48,2023-01-01,1900-01-01 18:26:42,119,18,January,Sunday
120,48,2023-01-01,1900-01-01 18:26:42,122,18,January,Sunday
121,49,2023-01-01,1900-01-01 18:33:00,120,18,January,Sunday
123,51,2023-01-01,1900-01-01 18:48:28,101,18,January,Sunday
124,51,2023-01-01,1900-01-01 18:48:28,112,18,January,Sunday
125,52,2023-01-01,1900-01-01 18:53:02,109,18,January,Sunday
126,52,2023-01-01,1900-01-01 18:53:02,129,18,January,Sunday
127,52,2023-01-01,1900-01-01 18:53:02,122,18,January,Sunday
128,53,2023-01-01,1900-01-01 18:54:17,112,18,January,Sunday
129,53,2023-01-01,1900-01-01 18:54:17,123,18,January,Sunday
130,54,2023-01-01,1900-01-01 19:01:45,119,19,January,Sunday
131,54,2023-01-01,1900-01-01 19:01:45,106,19,January,Sunday
132,55,2023-01-01,1900-01-01 19:03:19,118,19,January,Sunday
133,55,2023-01-01,1900-01-01 19:03:19,122,19,January,Sunday
134,56,2023-01-01,1900-01-01 19:07:00,108,19,January,Sunday
135,56,2023-01-01,1900-01-01 19:07:00,128,19,January,Sunday
136,56,2023-01-01,1900-01-01 19:07:00,105,19,January,Sunday
137,57,2023-01-01,1900-01-01 19:10:51,108,19,January,Sunday
138,58,2023-01-01,1900-01-01 19:30:40,124,19,January,Sunday
139,58,2023-01-01,1900-01-01 19:30:40,113,19,January,Sunday
140,59,2023-01-01,1900-01-01 19:40:08,127,19,January,Sunday
141,59,2023-01-01,1900-01-01 19:40:08,112,19,January,Sunday
142,59,2023-01-01,1900-01-01 19:40:08,113,19,January,Sunday
143,60,2023-01-01,1900-01-01 20:05:16,104,20,January,Sunday
144,60,2023-01-01,1900-01-01 20:05:16,125,20,January,Sunday
145,61,2023-01-01,1900-01-01 20:08:43,101,20,January,Sunday
146,61,2023-01-01,1900-01-01 20:08:43,117,20,January,Sunday
147,62,2023-01-01,1900-01-01 20:50:16,101,20,January,Sunday
148,62,2023-01-01,1900-01-01 20:50:16,123,20,January,Sunday
149,63,2023-01-01,1900-01-01 20:51:42,112,20,January,Sunday
150,64,2023-01-01,1900-01-01 20:52:08,107,20,January,Sunday
151,65,2023-01-01,1900-01-01 21:16:00,112,21,January,Sunday
152,65,2023-01-01,1900-01-01 21:16:00,120,21,January,Sunday
153,65,2023-01-01,1900-01-01 21:16:00,122,21,January,Sunday
154,65,2023-01-01,1900-01-01 21:16:00,123,21,January,Sunday
155,66,2023-01-01,1900-01-01 21:47:55,108,21,January,Sunday
156,66,2023-01-01,1900-01-01 21:47:55,110,21,January,Sunday
157,67,2023-01-01,1900-01-01 22:03:40,105,22,January,Sunday
158,68,2023-01-01,1900-01-01 22:07:32,108,22,January,Sunday
159,68,2023-01-01,1900-01-01 22:07:32,117,22,January,Sunday
160,68,2023-01-01,1900-01-01 22:07:32,117,22,January,Sunday
161,69,2023-01-01,1900-01-01 22:12:13,101,22,January,Sunday
162,70,2023-01-02,1900-01-01 11:38:51,127,11,January,Monday
163,70,2023-01-02,1900-01-01 11:38:51,121,11,January,Monday
164,71,2023-01-02,1900-01-01 11:40:50,106,11,January,Monday
165,72,2023-01-02,1900-01-01 11:57:25,131,11,January,Monday
166,73,2023-01-02,1900-01-01 11:58:56,106,11,January,Monday
167,74,2023-01-02,1900-01-01 12:01:12,124,12,January,Monday
168,74,2023-01-02,1900-01-01 12:01:12,129,12,January,Monday
169,74,2023-01-02,1900-01-01 12:01:12,130,12,January,Monday
170,74,2023-01-02,1900-01-01 12:01:12,123,12,January,Monday
171,75,2023-01-02,1900-01-01 12:10:15,117,12,January,Monday
172,75,2023-01-02,1900-01-01 12:10:15,128,12,January,Monday
173,75,2023-01-02,1900-01-01 12:10:15,111,12,January,Monday
174,76,2023-01-02,1900-01-01 12:21:17,107,12,January,Monday
175,76,2023-01-02,1900-01-01 12:21:17,109,12,January,Monday
176,76,2023-01-02,1900-01-01 12:21:17,127,12,January,Monday
177,76,2023-01-02,1900-01-01 12:21:17,122,12,January,Monday
178,77,2023-01-02,1900-01-01 12:22:46,101,12,January,Monday
179,77,2023-01-02,1900-01-01 12:22:46,109,12,January,Monday
180,78,2023-01-02,1900-01-01 12:28:14,107,12,January,Monday
181,78,2023-01-02,1900-01-01 12:28:14,108,12,January,Monday
182,78,2023-01-02,1900-01-01 12:28:14,125,12,January,Monday
183,78,2023-01-02,1900-01-01 12:28:14,110,12,January,Monday
184,78,2023-01-02,1900-01-01 12:28:14,122,12,January,Monday
185,78,2023-01-02,1900-01-01 12:28:14,106,12,January,Monday
186,79,2023-01-02,1900-01-01 12:29:11,110,12,January,Monday
187,79,2023-01-02,1900-01-01 12:29:11,112,12,January,Monday
188,79,2023-01-02,1900-01-01 12:29:11,106,12,January,Monday
189,80,2023-01-02,1900-01-01 12:35:38,113,12,January,Monday
190,80,2023-01-02,1900-01-01 12:35:38,106,12,January,Monday
191,81,2023-01-02,1900-01-01 12:40:01,106,12,January,Monday
192,82,2023-01-02,1900-01-01 12:45:51,107,12,January,Monday
193,82,2023-01-02,1900-01-01 12:45:51,102,12,January,Monday
194,82,2023-01-02,1900-01-01 12:45:51,122,12,January,Monday
195,82,2023-01-02,1900-01-01 12:45:51,132,12,January,Monday
196,83,2023-01-02,1900-01-01 12:53:27,105,12,January,Monday
197,84,2023-01-02,1900-01-01 13:13:41,113,13,January,Monday
198,85,2023-01-02,1900-01-01 13:34:49,108,13,January,Monday
199,85,2023-01-02,1900-01-01 13:34:49,108,13,January,Monday
200,85,2023-01-02,1900-01-01 13:34:49,117,13,January,Monday
201,85,2023-01-02,1900-01-01 13:34:49,114,13,January,Monday
202,86,2023-01-02,1900-01-01 13:40:31,109,13,January,Monday
203,87,2023-01-02,1900-01-01 14:01:02,110,14,January,Monday
204,87,2023-01-02,1900-01-01 14:01:02,129,14,January,Monday
205,87,2023-01-02,1900-01-01 14:01:02,123,14,January,Monday
206,87,2023-01-02,1900-01-01 14:01:02,123,14,January,Monday
207,88,2023-01-02,1900-01-01 14:10:08,124,14,January,Monday
208,89,2023-01-02,1900-01-01 14:30:19,121,14,January,Monday
209,89,2023-01-02,1900-01-01 14:30:19,106,14,January,Monday
210,90,2023-01-02,1900-01-01 15:08:48,120,15,January,Monday
211,90,2023-01-02,1900-01-01 15:08:48,106,15,January,Monday
212,91,2023-01-02,1900-01-01 15:14:43,101,15,January,Monday
213,91,2023-01-02,1900-01-01 15:14:43,104,15,January,Monday
214,91,2023-01-02,1900-01-01 15:14:43,113,15,January,Monday
215,92,2023-01-02,1900-01-01 15:17:02,101,15,January,Monday
216,92,2023-01-02,1900-01-01 15:17:02,117,15,January,Monday
217,92,2023-01-02,1900-01-01 15:17:02,117,15,January,Monday
218,92,2023-01-02,1900-01-01 15:17:02,127,15,January,Monday
219,92,2023-01-02,1900-01-01 15:17:02,113,15,January,Monday
220,92,2023-01-02,1900-01-01 15:17:02,118,15,January,Monday
221,92,2023-01-02,1900-01-01 15:17:02,131,15,January,Monday
222,92,2023-01-02,1900-01-01 15:17:02,123,15,January,Monday
223,92,2023-01-02,1900-01-01 15:17:02,114,15,January,Monday
224,93,2023-01-02,1900-01-01 15:29:31,120,15,January,Monday
225,94,2023-01-02,1900-01-01 16:17:16,110,16,January,Monday
226,94,2023-01-02,1900-01-01 16:17:16,105,16,January,Monday
227,95,2023-01-02,1900-01-01 16:18:04,111,16,January,Monday
228,95,2023-01-02,1900-01-01 16:18:04,118,16,January,Monday
229,96,2023-01-02,1900-01-01 16:21:20,111,16,January,Monday
230,97,2023-01-02,1900-01-01 16:45:33,107,16,January,Monday
231,98,2023-01-02,1900-01-01 17:18:18,108,17,January,Monday
232,98,2023-01-02,1900-01-01 17:18:18,111,17,January,Monday
233,99,2023-01-02,1900-01-01 17:45:42,117,17,January,Monday
234,100,2023-01-02,1900-01-01 17:46:17,109,17,January,Monday
235,101,2023-01-02,1900-01-01 17:51:33,102,17,January,Monday
236,101,2023-01-02,1900-01-01 17:51:33,113,17,January,Monday
237,101,2023-01-02,1900-01-01 17:51:33,121,17,January,Monday
238,101,2023-01-02,1900-01-01 17:51:33,122,17,January,Monday
239,102,2023-01-02,1900-01-01 17:54:04,101,17,January,Monday
240,102,2023-01-02,1900-01-01 17:54:04,119,17,January,Monday
241,103,2023-01-02,1900-01-01 18:02:09,123,18,January,Monday
242,104,2023-01-02,1900-01-01 18:02:12,101,18,January,Monday
243,104,2023-01-02,1900-01-01 18:02:12,103,18,January,Monday
244,104,2023-01-02,1900-01-01 18:02:12,127,18,January,Monday
245,104,2023-01-02,1900-01-01 18:02:12,132,18,January,Monday
246,105,2023-01-02,1900-01-01 18:12:01,109,18,January,Monday
247,105,2023-01-02,1900-01-01 18:12:01,113,18,January,Monday
248,105,2023-01-02,1900-01-01 18:12:01,119,18,January,Monday
249,106,2023-01-02,1900-01-01 18:12:13,129,18,January,Monday
250,106,2023-01-02,1900-01-01 18:12:13,122,18,January,Monday
251,107,2023-01-02,1900-01-01 18:25:09,102,18,January,Monday
252,107,2023-01-02,1900-01-01 18:25:09,117,18,January,Monday
253,107,2023-01-02,1900-01-01 18:25:09,122,18,January,Monday
254,107,2023-01-02,1900-01-01 18:25:09,132,18,January,Monday
255,108,2023-01-02,1900-01-01 18:25:25,108,18,January,Monday
256,108,2023-01-02,1900-01-01 18:25:25,109,18,January,Monday
257,108,2023-01-02,1900-01-01 18:25:25,123,18,January,Monday
258,109,2023-01-02,1900-01-01 18:27:50,110,18,January,Monday
259,109,2023-01-02,1900-01-01 18:27:50,117,18,January,Monday
260,109,2023-01-02,1900-01-01 18:27:50,113,18,January,Monday
261,109,2023-01-02,1900-01-01 18:27:50,119,18,January,Monday
262,110,2023-01-02,1900-01-01 18:36:19,107,18,January,Monday
263,110,2023-01-02,1900-01-01 18:36:19,111,18,January,Monday
264,110,2023-01-02,1900-01-01 18:36:19,121,18,January,Monday
265,110,2023-01-02,1900-01-01 18:36:19,122,18,January,Monday
266,111,2023-01-02,1900-01-01 18:38:01,102,18,January,Monday
267,111,2023-01-02,1900-01-01 18:38:01,124,18,January,Monday
268,111,2023-01-02,1900-01-01 18:38:01,113,18,January,Monday
269,111,2023-01-02,1900-01-01 18:38:01,130,18,January,Monday
270,112,2023-01-02,1900-01-01 18:41:40,113,18,January,Monday
271,113,2023-01-02,1900-01-01 18:50:21,102,18,January,Monday
272,113,2023-01-02,1900-01-01 18:50:21,129,18,January,Monday
273,113,2023-01-02,1900-01-01 18:50:21,105,18,January,Monday
274,114,2023-01-02,1900-01-01 18:59:32,113,18,January,Monday
275,114,2023-01-02,1900-01-01 18:59:32,120,18,January,Monday
276,115,2023-01-02,1900-01-01 19:05:17,107,19,January,Monday
277,115,2023-01-02,1900-01-01 19:05:17,111,19,January,Monday
278,115,2023-01-02,1900-01-01 19:05:17,106,19,January,Monday
279,116,2023-01-02,1900-01-01 19:18:49,124,19,January,Monday
280,117,2023-01-02,1900-01-01 19:23:02,118,19,January,Monday
281,117,2023-01-02,1900-01-01 19:23:02,120,19,January,Monday
282,118,2023-01-02,1900-01-01 19:26:59,119,19,January,Monday
283,118,2023-01-02,1900-01-01 19:26:59,131,19,January,Monday
284,119,2023-01-02,1900-01-01 19:32:29,125,19,January,Monday
285,120,2023-01-02,1900-01-01 19:35:07,108,19,January,Monday
286,120,2023-01-02,1900-01-01 19:35:07,109,19,January,Monday
287,120,2023-01-02,1900-01-01 19:35:07,131,19,January,Monday
288,121,2023-01-02,1900-01-01 19:38:48,101,19,January,Monday
289,121,2023-01-02,1900-01-01 19:38:48,125,19,January,Monday
290,121,2023-01-02,1900-01-01 19:38:48,120,19,January,Monday
291,121,2023-01-02,1900-01-01 19:38:48,105,19,January,Monday
292,122,2023-01-02,1900-01-01 19:50:19,117,19,January,Monday
293,123,2023-01-02,1900-01-01 20:12:09,110,20,January,Monday
294,124,2023-01-02,1900-01-01 20:12:34,101,20,January,Monday
295,124,2023-01-02,1900-01-01 20:12:34,120,20,January,Monday
296,124,2023-01-02,1900-01-01 20:12:34,122,20,January,Monday
297,124,2023-01-02,1900-01-01 20:12:34,114,20,January,Monday
299,126,2023-01-02,1900-01-01 20:53:42,132,20,January,Monday
300,127,2023-01-02,1900-01-01 20:58:23,113,20,January,Monday
301,128,2023-01-02,1900-01-01 21:05:06,122,21,January,Monday
302,129,2023-01-02,1900-01-01 21:13:02,107,21,January,Monday
303,129,2023-01-02,1900-01-01 21:13:02,114,21,January,Monday
304,130,2023-01-02,1900-01-01 21:14:55,109,21,January,Monday
305,130,2023-01-02,1900-01-01 21:14:55,110,21,January,Monday
306,130,2023-01-02,1900-01-01 21:14:55,129,21,January,Monday
307,130,2023-01-02,1900-01-01 21:14:55,105,21,January,Monday
308,131,2023-01-02,1900-01-01 21:33:10,104,21,January,Monday
309,131,2023-01-02,1900-01-01 21:33:10,124,21,January,Monday
310,131,2023-01-02,1900-01-01 21:33:10,126,21,January,Monday
311,131,2023-01-02,1900-01-01 21:33:10,123,21,January,Monday
312,132,2023-01-02,1900-01-01 21:42:45,113,21,January,Monday
313,133,2023-01-02,1900-01-01 22:00:17,101,22,January,Monday
314,133,2023-01-02,1900-01-01 22:00:17,109,22,January,Monday
315,133,2023-01-02,1900-01-01 22:00:17,114,22,January,Monday
316,134,2023-01-02,1900-01-01 22:13:24,107,22,January,Monday
317,134,2023-01-02,1900-01-01 22:13:24,105,22,January,Monday
318,134,2023-01-02,1900-01-01 22:13:24,123,22,January,Monday
319,135,2023-01-02,1900-01-01 22:29:34,132,22,January,Monday
320,136,2023-01-02,1900-01-01 22:32:49,124,22,January,Monday
321,136,2023-01-02,1900-01-01 22:32:49,118,22,January,Monday
322,137,2023-01-03,1900-01-01 11:34:10,128,11,January,Tuesday
323,137,2023-01-03,1900-01-01 11:34:10,113,11,January,Tuesday
324,137,2023-01-03,1900-01-01 11:34:10,122,11,January,Tuesday
325,138,2023-01-03,1900-01-01 11:44:50,102,11,January,Tuesday
326,138,2023-01-03,1900-01-01 11:44:50,125,11,January,Tuesday
327,138,2023-01-03,1900-01-01 11:44:50,127,11,January,Tuesday
328,138,2023-01-03,1900-01-01 11:44:50,120,11,January,Tuesday
329,139,2023-01-03,1900-01-01 11:57:39,124,11,January,Tuesday
330,140,2023-01-03,1900-01-01 12:26:44,119,12,January,Tuesday
331,140,2023-01-03,1900-01-01 12:26:44,132,12,January,Tuesday
332,141,2023-01-03,1900-01-01 13:16:01,108,13,January,Tuesday
333,142,2023-01-03,1900-01-01 13:33:59,126,13,January,Tuesday
334,143,2023-01-03,1900-01-01 13:41:36,102,13,January,Tuesday
335,143,2023-01-03,1900-01-01 13:41:36,108,13,January,Tuesday
336,143,2023-01-03,1900-01-01 13:41:36,109,13,January,Tuesday
337,143,2023-01-03,1900-01-01 13:41:36,129,13,January,Tuesday
338,143,2023-01-03,1900-01-01 13:41:36,113,13,January,Tuesday
339,143,2023-01-03,1900-01-01 13:41:36,119,13,January,Tuesday
340,143,2023-01-03,1900-01-01 13:41:36,106,13,January,Tuesday
341,143,2023-01-03,1900-01-01 13:41:36,132,13,January,Tuesday
342,144,2023-01-03,1900-01-01 13:44:28,101,13,January,Tuesday
343,144,2023-01-03,1900-01-01 13:44:28,107,13,January,Tuesday
344,144,2023-01-03,1900-01-01 13:44:28,102,13,January,Tuesday
345,144,2023-01-03,1900-01-01 13:44:28,104,13,January,Tuesday
346,144,2023-01-03,1900-01-01 13:44:28,124,13,January,Tuesday
347,144,2023-01-03,1900-01-01 13:44:28,125,13,January,Tuesday
348,144,2023-01-03,1900-01-01 13:44:28,112,13,January,Tuesday
349,144,2023-01-03,1900-01-01 13:44:28,105,13,January,Tuesday
350,144,2023-01-03,1900-01-01 13:44:28,105,13,January,Tuesday
351,144,2023-01-03,1900-01-01 13:44:28,122,13,January,Tuesday
352,144,2023-01-03,1900-01-01 13:44:28,106,13,January,Tuesday
353,144,2023-01-03,1900-01-01 13:44:28,132,13,January,Tuesday
354,145,2023-01-03,1900-01-01 13:53:48,114,13,January,Tuesday
355,146,2023-01-03,1900-01-01 14:22:10,102,14,January,Tuesday
356,146,2023-01-03,1900-01-01 14:22:10,125,14,January,Tuesday
357,146,2023-01-03,1900-01-01 14:22:10,109,14,January,Tuesday
359,148,2023-01-03,1900-01-01 14:40:42,128,14,January,Tuesday
360,149,2023-01-03,1900-01-01 14:48:45,131,14,January,Tuesday
361,150,2023-01-03,1900-01-01 14:49:58,113,14,January,Tuesday
362,151,2023-01-03,1900-01-01 15:09:34,105,15,January,Tuesday
363,151,2023-01-03,1900-01-01 15:09:34,123,15,January,Tuesday
364,152,2023-01-03,1900-01-01 15:09:42,109,15,January,Tuesday
365,152,2023-01-03,1900-01-01 15:09:42,131,15,January,Tuesday
366,152,2023-01-03,1900-01-01 15:09:42,106,15,January,Tuesday
367,152,2023-01-03,1900-01-01 15:09:42,114,15,January,Tuesday
368,153,2023-01-03,1900-01-01 15:16:34,129,15,January,Tuesday
369,154,2023-01-03,1900-01-01 15:22:43,119,15,January,Tuesday
370,155,2023-01-03,1900-01-01 15:28:59,104,15,January,Tuesday
371,155,2023-01-03,1900-01-01 15:28:59,111,15,January,Tuesday
372,155,2023-01-03,1900-01-01 15:28:59,113,15,January,Tuesday
373,155,2023-01-03,1900-01-01 15:28:59,118,15,January,Tuesday
374,156,2023-01-03,1900-01-01 15:42:19,111,15,January,Tuesday
375,156,2023-01-03,1900-01-01 15:42:19,106,15,January,Tuesday
376,157,2023-01-03,1900-01-01 15:43:03,117,15,January,Tuesday
377,157,2023-01-03,1900-01-01 15:43:03,128,15,January,Tuesday
378,157,2023-01-03,1900-01-01 15:43:03,120,15,January,Tuesday
379,157,2023-01-03,1900-01-01 15:43:03,130,15,January,Tuesday
380,158,2023-01-03,1900-01-01 15:54:30,127,15,January,Tuesday
381,158,2023-01-03,1900-01-01 15:54:30,106,15,January,Tuesday
382,159,2023-01-03,1900-01-01 15:59:22,125,15,January,Tuesday
383,159,2023-01-03,1900-01-01 15:59:22,106,15,January,Tuesday
384,160,2023-01-03,1900-01-01 16:35:33,108,16,January,Tuesday
385,161,2023-01-03,1900-01-01 16:43:46,109,16,January,Tuesday
386,161,2023-01-03,1900-01-01 16:43:46,122,16,January,Tuesday
388,162,2023-01-03,1900-01-01 16:51:22,107,16,January,Tuesday
389,163,2023-01-03,1900-01-01 16:54:54,109,16,January,Tuesday
390,163,2023-01-03,1900-01-01 16:54:54,113,16,January,Tuesday
391,163,2023-01-03,1900-01-01 16:54:54,114,16,January,Tuesday
392,164,2023-01-03,1900-01-01 16:56:33,102,16,January,Tuesday
393,164,2023-01-03,1900-01-01 16:56:33,113,16,January,Tuesday
394,165,2023-01-03,1900-01-01 16:57:37,119,16,January,Tuesday
395,166,2023-01-03,1900-01-01 16:58:51,119,16,January,Tuesday
396,167,2023-01-03,1900-01-01 17:00:49,101,17,January,Tuesday
397,167,2023-01-03,1900-01-01 17:00:49,117,17,January,Tuesday
398,167,2023-01-03,1900-01-01 17:00:49,113,17,January,Tuesday
399,168,2023-01-03,1900-01-01 17:02:27,107,17,January,Tuesday
400,168,2023-01-03,1900-01-01 17:02:27,132,17,January,Tuesday
401,169,2023-01-03,1900-01-01 17:15:48,125,17,January,Tuesday
402,169,2023-01-03,1900-01-01 17:15:48,110,17,January,Tuesday
403,169,2023-01-03,1900-01-01 17:15:48,120,17,January,Tuesday
404,170,2023-01-03,1900-01-01 17:21:31,109,17,January,Tuesday
